district,crop,pH,N,P,K,avg_temp,total_rainfall,avg_humidity,yield
Rangareddy,Red Gram,7.1,148,79,50,35.95435926476288,814.5220477100654,55.41324273289766,4.21
Nagarkurnool,Ragi,5.7,174,78,65,25.647784167850865,728.3768897330192,69.93129455907035,4.56
Suryapet,Cotton,6.4,59,54,47,33.84360001459508,724.8471787482741,63.08052109970287,3.94
Sangareddy,Jowar,5.9,107,59,73,30.92544297756536,809.4533073021302,60.05300419988226,4.66
Nizamabad,Sugarcane,5.8,129,35,75,22.52720662833744,206.68414612815104,69.00322033296965,67.02
Peddapalli,Bengal Gram,6.2,40,72,21,24.00213543063777,227.39513254116395,62.3897714712744,2.54
Narayanpet,Chilli,6.8,84,26,33,37.0032338126903,349.5264919577006,42.1214047460559,2.71
Karimnagar,Onion,7.3,137,72,69,30.944209733950125,416.42964905384565,83.00427336730908,27.39
Peddapalli,Jowar,6.1,145,58,56,35.57864497785515,791.7143368605081,59.74660323335026,4.94
Medak,Sunflower,5.8,108,43,52,27.22563016737392,621.05842789433,40.24109379673915,3.76
Medchal Malkajgiri,Sesame,6.7,77,62,31,36.13784441968425,864.1526766810872,53.74861352555057,2.96
Kamareddy,Jowar,5.4,51,20,54,34.50019368203465,779.0774974689859,57.21348984026401,2.95
Karimnagar,Sunflower,7.3,34,54,44,23.389591281808386,216.78184201427234,42.43043705363526,2.1
Nizamabad,Sunflower,5.1,97,78,54,31.333019213308866,439.63945525569403,56.84709023995735,4.12
Jangaon,Sugarcane,6.0,157,40,43,23.73994731247148,404.79258895472776,68.07864168710358,67.13
Mancherial,Bengal Gram,7.1,126,59,42,29.299256790283536,491.7018880127229,46.63144855097649,3.06
Yadadri Bhuvanagiri,Bengal Gram,5.6,102,58,49,26.018326496763756,274.90032100684743,82.07852597197497,2.88
Siddipet,Cotton,6.3,44,70,71,29.549744750290863,559.4062516663141,51.81262593205596,4.56
Narayanpet,Onion,7.0,101,80,21,22.670767895101232,706.7470961817198,78.77632149717464,26.79
Hanumakonda,Bengal Gram,6.2,56,22,25,23.011392493369282,844.9988519692016,71.47486540315839,2.61
Warangal,Maize,6.1,78,70,77,30.06469242130819,349.0492226079501,51.66467185282868,4.95
Mancherial,Bajra,6.3,148,28,38,36.231248067906535,212.97386122313912,42.64485889521195,3.57
Komaram Bheem Asifabad,Sugarcane,5.8,172,20,75,30.44974132794249,210.3684052078414,47.85311239220604,67.08
Nalgonda,Onion,6.2,146,45,29,34.54430215460353,776.7517740026722,41.72608313778485,27.08
Narayanpet,Red Gram,5.7,70,80,31,29.700395433930424,234.32295693269808,67.94013906055753,2.32
Jagtial,Bajra,7.1,143,74,34,24.292849913597713,819.4265366070993,44.229679672162554,3.94
Narayanpet,Jowar,5.9,132,49,26,35.356023263322484,314.8589086028758,82.54817704323332,3.91
Nizamabad,Ragi,5.4,124,56,49,22.831339260972612,733.4963118131592,59.264055762159714,3.31
Nirmal,Sunflower,5.3,56,28,29,31.20576980650088,850.4615446939026,70.58455918353748,3.32
Peddapalli,Groundnut,6.3,155,70,29,32.32931508749615,511.39380157677095,40.152348746490254,4.2
Nirmal,Soybean,7.1,61,62,71,30.61378689472197,273.09087675596743,71.57113622286052,3.33
Siddipet,Cotton,5.9,124,23,21,26.843318530890144,498.2412335470696,54.18130363259968,4.63
Mahabubnagar,Groundnut,6.4,98,40,23,24.986873635454366,273.34248821498954,62.20490776384929,3.42
Nizamabad,Bengal Gram,7.1,141,77,49,32.60669680811357,279.03882293096376,58.74454660220884,3.05
Wanaparthy,Sugarcane,7.0,159,63,64,22.164609946883264,509.99108900795517,72.52601644924056,66.9
Siddipet,Red Gram,6.0,105,24,56,37.57652541123205,293.6389123540541,58.77134849301039,2.51
Vikarabad,Sugarcane,6.3,155,73,73,27.384765718051234,447.1607375209903,73.60018152827466,67.56
Narayanpet,Chilli,5.9,178,31,34,27.20104117862801,631.2736335975668,83.02807663383625,4.56
Warangal,Onion,5.0,58,62,29,32.185249439706084,346.6226907049714,50.672943392901516,26.25
Khammam,Bajra,6.8,84,67,26,37.779490843157724,613.2147525134403,49.27086418013082,3.6
Mahabubabad,Jowar,5.7,89,31,76,34.75526381753751,447.6428260346505,61.15465500331528,3.08
Bhadradri Kothagudem,Onion,7.4,151,37,75,34.411893038329744,209.11476327144,51.01947035264074,26.63
Mahabubnagar,Soybean,5.7,153,28,60,34.826380110294856,877.9270510064155,75.52954589687995,4.57
Siddipet,Chilli,7.4,42,65,29,35.14061929421486,295.2984435832471,50.882871624056,2.41
Vikarabad,Sugarcane,6.1,106,63,55,34.138825341832494,266.35533845396725,51.69760885692313,66.66
Khammam,Ragi,5.3,71,40,30,37.85450298524099,613.3153795227342,54.90108119910476,2.67
Peddapalli,Sesame,7.0,103,32,42,29.49244096586819,853.506774800698,56.020780389392144,3.38
Khammam,Sugarcane,5.2,109,32,21,22.503182943944303,647.3388044955675,47.200304763617936,66.8
Hanumakonda,Red Gram,6.3,58,60,55,26.97692156682635,532.201949153864,49.8089131976153,2.82
Nagarkurnool,Maize,6.9,105,41,48,22.68131957445169,553.9610155717851,51.803163733644936,4.16
Khammam,Bengal Gram,5.2,138,69,63,23.652144972897034,660.2875398429884,44.382800507437985,3.36
Peddapalli,Chilli,6.8,147,60,57,30.232704265363974,592.6533799899163,62.40627750443199,4.6
Khammam,Red Gram,5.1,30,79,74,27.968168570960927,307.69503268059924,72.08787606600463,2.34
Kamareddy,Sesame,6.1,48,58,48,23.418100505878954,262.03294844108336,44.55101313279807,2.12
Nirmal,Groundnut,6.0,82,61,60,35.19492980158353,523.1528428513506,67.83273090252732,3.3
Jagtial,Sugarcane,6.1,39,71,62,36.69232115044583,530.9723673631906,83.44016701126559,66.19
Siddipet,Ragi,6.2,31,66,22,22.96784499856784,386.9120837006178,71.73048565008759,2.74
Hanumakonda,Maize,5.7,33,57,78,29.23954954714472,899.2127562582077,77.61160245746137,4.96
Mahabubabad,Soybean,5.6,161,60,53,36.20040157399886,696.4238042243989,69.87940455260002,4.53
Rajanna Sircilla,Soybean,6.1,74,38,41,26.745410704934745,523.0802227091558,80.06232630206559,3.89
Nizamabad,Soybean,5.4,68,60,21,26.818691896614027,860.358499664909,73.95675301620645,4.29
Kamareddy,Bajra,6.5,124,26,24,35.1915105525741,425.1605076158978,80.03374226702142,3.33
Hyderabad,Soybean,7.0,81,64,49,35.726035817892054,224.32038617302103,69.81421698504133,3.53
Bhadradri Kothagudem,Bengal Gram,7.1,102,24,42,31.59932788073351,579.1058392656057,75.52146962747247,3.31
Karimnagar,Jowar,6.8,57,76,63,25.882893367437397,261.86372720196005,44.61951044837272,2.93
Narayanpet,Cotton,6.4,73,42,23,29.71076659902635,361.9714617033346,47.13801909130895,4.34
Vikarabad,Rice,7.4,31,27,27,24.098909411663143,307.2302938633901,57.54152784279361,4.42
Mancherial,Red Gram,7.4,130,32,79,26.36597162048394,869.8476792717533,83.18241211838532,4.12
Hanumakonda,Onion,6.3,60,46,31,24.552045518401975,616.3986009302342,53.07867873421999,26.17
Nizamabad,Sugarcane,5.7,159,58,48,32.687173606464896,750.0786223765583,51.288413590740575,67.4
Komaram Bheem Asifabad,Bajra,5.5,37,24,72,31.646745801142117,812.9463183233385,41.350124509672725,3.05
Peddapalli,Bajra,5.7,153,79,22,30.661929228347837,652.6954259558951,56.347886881684325,4.18
Nalgonda,Sesame,7.1,49,36,22,29.745643371766903,232.39000678943592,43.711979370042194,1.86
Nagarkurnool,Rice,5.2,99,27,40,31.422297266559195,577.8651260208694,62.39657106755575,5.11
Mahabubnagar,Bajra,6.5,141,27,32,23.98552005047771,284.3325633989825,65.26648854983293,3.33
Rajanna Sircilla,Cotton,6.2,106,40,73,29.39367963990456,640.9329837466199,70.45314430469396,5.07
Nirmal,Bajra,7.0,40,76,33,22.533206835440268,589.0213827573334,53.896157159355745,3.31
Medak,Groundnut,7.2,82,76,55,35.38736295863988,684.7977731664205,71.21287870493659,4.03
Jangaon,Ragi,6.9,138,55,63,26.845941782857864,681.4870575176258,41.34366862715415,4.16
Mulugu,Sugarcane,6.8,82,72,66,24.0574445483321,384.79831877416314,40.326222679526666,66.23
Kamareddy,Red Gram,6.4,144,74,58,27.85482871924105,499.71483546810975,76.58889802952882,3.75
Vikarabad,Ragi,7.4,27,73,24,34.55242042125397,791.4879238671209,54.731934973096486,2.9
Mancherial,Sesame,6.1,138,57,72,32.49459922654413,823.9093077344207,47.26980595610266,3.8
Jogulamba Gadwal,Onion,5.6,26,28,52,32.02701073136693,242.56312124190336,67.9925111957843,25.65
Siddipet,Sesame,6.1,169,39,52,33.68448175028164,337.7937106125205,70.03884843750846,3.4
Jogulamba Gadwal,Bajra,7.1,71,35,32,24.747503855641785,775.4268844947302,79.4651913384576,2.95
Medchal Malkajgiri,Cotton,6.2,162,22,58,25.700182193375305,626.8098668881348,56.27152842068146,5.05
Komaram Bheem Asifabad,Bengal Gram,5.7,120,79,67,32.425739689015685,844.5605452443408,52.32233079739345,3.52
Jayashankar Bhupalpally,Rice,5.3,58,55,52,36.196755421679654,830.774857283689,52.800142637204345,4.94
Nizamabad,Onion,5.7,102,41,27,26.266077354260435,899.2155193706169,83.56421273572589,26.57
Suryapet,Jowar,5.6,166,71,25,34.30342329400947,556.5753376593298,71.58391515422211,4.52
Jagtial,Red Gram,5.4,103,35,24,37.312068813436646,576.1844855742743,49.68030980820809,3.08
Bhadradri Kothagudem,Onion,5.8,87,42,71,34.5550127673067,323.79182786212317,78.36742509280793,26.51
Rajanna Sircilla,Soybean,5.1,178,80,24,24.179771537239024,341.91225183474194,59.729491034805974,4.65
Hanumakonda,Jowar,6.8,77,25,53,26.33441362013482,488.1932777866647,64.88894164796228,3.87
Wanaparthy,Groundnut,5.8,164,22,23,34.923659263309844,437.2191232414721,64.558670626262,4.06
Rangareddy,Groundnut,6.3,36,73,70,28.38507753897887,883.5963627887814,52.68823273925041,3.54
Hanumakonda,Chilli,5.4,99,50,78,22.71227359521884,801.4807136077752,42.63402485959664,3.7
Hanumakonda,Ragi,5.4,63,55,26,32.73012712974923,894.8873351256623,50.10929605394466,3.76
Kamareddy,Chilli,5.8,29,57,64,35.593542528639304,802.2284689246327,81.41747451961292,3.06
Wanaparthy,Sesame,5.2,53,47,36,33.146442740139314,282.7211490609359,79.40531131017325,2.11
Jangaon,Maize,6.1,164,20,60,22.81640052845812,331.2651757497871,82.14599818341375,4.56
Hanumakonda,Groundnut,6.0,132,41,56,32.913818854906324,248.6183527308532,67.42449107240088,3.68
Komaram Bheem Asifabad,Groundnut,6.3,152,69,75,24.030201644422966,338.34800539757254,66.05067063720568,4.04
Nizamabad,Jowar,5.5,50,53,57,32.559970204981695,667.0841642016303,79.54859022828016,3.58
Nirmal,Groundnut,5.2,110,34,29,23.17470416843599,866.4841180707492,46.20028416104678,3.56
Jayashankar Bhupalpally,Jowar,5.2,44,35,67,33.80030824483529,236.48346379472915,78.57518119992805,2.7
Suryapet,Maize,7.3,117,65,23,36.616936834761596,791.6249678984373,44.29093546173252,5.02
Vikarabad,Jowar,5.8,116,57,74,30.587649903012228,800.3558449859819,62.181847443419585,4.66
Mahabubnagar,Sesame,6.1,148,39,80,22.316709975787987,359.7143770080052,42.561815864049755,2.5
Narayanpet,Sunflower,6.9,153,43,35,30.811276348475523,404.883135542859,54.275177325018646,4.45
Hyderabad,Rice,7.4,82,72,80,36.06001403126704,239.74654509052465,53.49180562123167,5.15
Nalgonda,Soybean,7.2,177,28,39,35.27160310110826,704.4976628136651,57.10765797198091,5.08
Jayashankar Bhupalpally,Sesame,6.8,136,24,58,25.4750237624543,295.94695098172895,81.35776723559083,2.82
Peddapalli,Jowar,5.5,50,78,31,34.53787140752048,733.8075954910139,49.659889543310385,3.41
Suryapet,Soybean,6.3,131,49,26,25.279128639814175,325.4227523051668,50.130310747067725,3.9
Siddipet,Ragi,7.3,157,60,24,31.421523309008094,311.4455941964192,52.57992839443123,3.75
Komaram Bheem Asifabad,Sugarcane,6.5,153,53,80,23.363732563554535,854.4841953713436,66.62635080760668,67.97
Narayanpet,Sugarcane,7.1,122,58,51,31.91985167067559,837.1859797046193,45.59734270734672,67.72
Suryapet,Cotton,5.1,141,75,78,27.98996782705116,638.732430083764,69.56746119109043,4.67
Khammam,Sunflower,7.2,142,66,34,24.13514781934451,206.86039499703796,65.75868623633525,3.49
Vikarabad,Groundnut,6.1,129,69,20,22.582210465058093,831.8398153836388,43.86103945075823,4.58
Adilabad,Sugarcane,6.8,37,30,35,22.095714543491745,266.9865917226961,84.97473663514322,65.19
Sangareddy,Ragi,5.4,175,42,53,30.68529099218385,792.4225732163134,74.17634050278193,5.0
Karimnagar,Red Gram,5.1,85,25,76,37.50808370955255,505.96052264200995,63.209511509066814,2.63
Nizamabad,Sunflower,6.3,40,51,71,24.1756015404265,671.9224355252261,72.60857373260058,3.04
Nalgonda,Maize,6.9,138,52,34,30.919776885570347,721.7381169661925,70.31228874164334,5.62
Mulugu,Jowar,6.9,175,46,69,32.32578440141982,271.1832008962494,74.05699353120977,4.13
Komaram Bheem Asifabad,Sesame,5.7,111,53,42,24.56674494414213,229.14589241817538,47.65294875449348,2.7
Mahabubabad,Onion,5.1,86,28,65,35.700147597083244,875.7577885193105,76.41300249255119,26.63
Warangal,Rice,6.5,23,62,79,27.142226331629566,395.2757866848126,45.70789207734803,4.22
Suryapet,Chilli,6.4,156,37,24,23.261480343941415,850.6668943047343,66.37934831340465,3.99
Nizamabad,Groundnut,5.0,98,49,38,24.27804240399346,223.61634928212288,50.77010525077338,3.7
Nizamabad,Onion,5.1,111,55,49,23.340154708107818,625.6702349417822,72.66589744977054,26.86
Medchal Malkajgiri,Cotton,5.7,115,32,30,34.83670494190744,801.4912997393003,72.40527287734392,4.17
Nagarkurnool,Onion,6.6,80,45,45,33.82031023714929,428.0046871350796,62.757332840786276,26.4
Hanumakonda,Soybean,6.1,47,69,73,31.32565661557551,807.2653758569703,79.36485384146232,3.82
Komaram Bheem Asifabad,Bengal Gram,6.7,179,36,63,24.306110169951168,503.6578675520595,50.38965764159304,3.92
Warangal,Soybean,5.7,153,37,65,23.644268182250386,836.2221336046663,56.68126882016678,4.22
Siddipet,Cotton,6.2,131,44,74,23.011396336637688,447.93878698165383,42.54176381383924,4.44
Rajanna Sircilla,Sugarcane,7.1,78,62,75,26.499491060570826,547.9885171655245,46.953911337108465,67.13
Warangal,Cotton,7.4,105,35,44,31.916295200199087,477.1381960542989,73.70111470770237,4.36
Karimnagar,Maize,5.3,40,67,38,22.212691278769775,566.9455502002206,64.23610482881834,4.55
Yadadri Bhuvanagiri,Cotton,5.8,107,50,46,25.161024908901382,224.37048412981378,42.7945865529321,3.93
Wanaparthy,Bengal Gram,5.4,178,44,49,31.902922406246127,774.7799882822623,44.131783454399496,3.92
Rangareddy,Bajra,5.3,97,63,74,26.239085336158066,627.7958537053536,57.3828919937858,3.51
Wanaparthy,Onion,5.2,81,40,76,31.437885972324544,825.6087183246462,47.16379269727314,27.08
Yadadri Bhuvanagiri,Ragi,6.6,90,20,49,29.293937487019512,289.4894938700548,78.82199351577266,2.9
Adilabad,Red Gram,5.5,121,77,22,26.071370922857902,601.7191838593917,67.09676394196892,3.42
Jangaon,Sesame,5.4,101,56,46,22.153766572688983,877.272513170069,40.78724595586862,3.22
Vikarabad,Soybean,5.7,135,66,68,26.55583587217351,267.30733674064936,52.71834630583868,4.11
Narayanpet,Soybean,6.5,38,43,68,37.79397163029196,238.17091211513485,64.24499342327682,2.92
Siddipet,Ragi,6.3,138,73,39,26.669703154909147,320.12845446001205,61.519412615720825,3.7
Karimnagar,Sugarcane,5.7,165,21,59,26.56774183931985,384.3484228056169,83.76685553308593,67.24
Adilabad,Onion,6.6,174,78,54,35.9893149539803,875.1614968497455,64.01078458584732,27.62
Mahabubabad,Jowar,6.7,149,58,36,36.66921693824261,837.7515508275138,70.5609688254768,4.71
Khammam,Ragi,5.7,36,74,78,22.838157216775144,598.7378366486964,61.94872486960948,2.61
Nagarkurnool,Sugarcane,6.8,149,53,70,25.769808571339738,605.0065092966126,69.53642490137125,67.13
Bhadradri Kothagudem,Cotton,5.2,109,39,21,35.579627725851296,841.0549173904856,63.170297877736175,4.26
Warangal,Bajra,7.5,62,49,77,29.042254043798938,628.2826026856449,63.03647936226557,3.08
Khammam,Cotton,6.5,69,40,48,29.500020982739343,856.4797233936075,61.23417689983586,4.11
Hyderabad,Groundnut,5.4,100,76,41,30.591433021197318,611.4146896491804,69.05430689844862,4.41
Wanaparthy,Sunflower,5.9,164,67,73,24.119887085096984,863.0616117541198,57.746043271328276,5.03
Siddipet,Sunflower,5.7,144,35,68,30.751416983366347,624.9394188004999,62.86986099723174,3.87
Siddipet,Cotton,6.2,62,59,71,37.962380004714035,782.3332679060412,83.73335445924556,3.96
Mahabubabad,Ragi,7.1,144,41,71,33.01500204201992,228.74121711275313,57.63339751144825,3.22
Siddipet,Sesame,5.2,44,29,49,35.4079423530124,288.069132869246,58.437393382748226,2.02
Sangareddy,Sugarcane,7.4,124,28,40,28.276976455769127,276.91340782016925,66.17083039697773,66.68
Jangaon,Chilli,5.4,143,68,78,34.95468574441888,779.1168778017395,67.95279460071278,4.83
Mahabubabad,Cotton,5.1,76,54,75,22.624836256704402,550.3724791500566,67.57832038281126,3.78
Karimnagar,Sugarcane,5.1,143,51,51,28.613138632261425,547.2911214057306,77.67891909856245,67.86
Mahabubabad,Bajra,7.3,103,49,42,29.526127425949944,543.6942729694468,61.21771669237691,4.17
Hanumakonda,Sunflower,6.9,142,34,64,24.377919541235507,301.38978498260343,77.42008821055535,4.15
Nizamabad,Maize,5.2,132,23,56,24.134963539106934,875.0284733562512,59.06342866634259,5.05
Jangaon,Sunflower,5.9,173,65,77,26.65464821192743,614.1337673502298,49.08890569182987,4.13
Narayanpet,Bajra,5.5,37,28,43,35.87849779252815,395.82568064094045,81.4148015858239,2.73
Hanumakonda,Chilli,5.2,176,80,31,34.843876167470604,825.8568106347979,53.56694990332413,4.56
Mulugu,Bajra,5.7,65,21,54,29.41729470623787,547.3111954566862,42.62988280249863,2.99
Adilabad,Chilli,5.7,162,45,35,25.62786241189462,336.6879926151016,67.47771171928962,3.74
Yadadri Bhuvanagiri,Maize,5.7,161,36,70,24.833793565209568,284.05438117035146,73.36558746589213,5.04
Nizamabad,Bengal Gram,6.0,128,47,21,34.93796540984231,431.2657297061361,79.73773381507266,2.61
Rajanna Sircilla,Jowar,6.3,44,46,50,37.72402870973706,704.1973942685087,67.95836018785249,3.03
Peddapalli,Groundnut,7.2,179,48,33,32.894462740844816,715.5375580658789,55.19029054977916,4.32
Jagtial,Onion,5.4,65,51,77,28.91219693925966,305.42383658638073,59.474998894530536,26.8
Yadadri Bhuvanagiri,Ragi,5.9,115,54,32,33.83030247186067,799.4161284898257,58.313605485233126,3.5
Karimnagar,Chilli,7.1,123,34,34,22.785988107227478,843.6647212618371,72.77428325731333,4.12
Yadadri Bhuvanagiri,Bengal Gram,6.4,138,27,20,25.388326656868145,352.3326393524551,76.2667619288029,2.67
Mulugu,Onion,7.5,103,39,31,23.28315208920838,270.1919338688731,55.20471625025078,25.94
Jangaon,Sunflower,6.8,84,76,34,25.098303114417046,727.6216178377325,41.22944379395304,3.32
Mancherial,Soybean,6.6,121,71,40,23.426102489520993,476.8183283636018,58.653375589730786,3.58
Jangaon,Jowar,6.8,88,38,31,24.377861899795445,221.37081939025347,40.264327259870946,3.2
Yadadri Bhuvanagiri,Bajra,5.7,87,20,72,27.459656189897366,682.0866152658091,66.80430482835129,3.74
Nirmal,Cotton,5.4,24,43,48,28.833210163983402,642.4827500860614,58.543936467643476,3.88
Adilabad,Groundnut,6.6,154,50,36,34.40884666253382,410.29549645878524,69.88542382967205,3.64
Rangareddy,Rice,6.6,87,32,80,23.225923105200174,277.0618777375284,75.5148582592029,5.23
Mahabubabad,Bajra,5.7,65,62,44,28.790374110134493,756.4502807475307,80.69956195665884,3.13
Jayashankar Bhupalpally,Groundnut,6.1,135,52,52,30.185193292566726,815.426097099064,62.29919254607768,4.8
Sangareddy,Red Gram,6.6,170,53,36,35.6513373198743,209.07462814209592,80.61062914193207,3.25
Yadadri Bhuvanagiri,Maize,5.2,30,51,24,27.2856720148019,682.960401405976,72.23848767381561,4.58
Jogulamba Gadwal,Ragi,5.1,68,32,42,32.46054052640374,806.862755329762,83.55120709090515,3.07
Jangaon,Sesame,5.6,81,58,68,24.883272089940014,309.9100896739091,80.98825223652165,2.64
Komaram Bheem Asifabad,Sunflower,5.5,97,24,61,25.468960301765758,303.6254159555875,52.589008068992094,3.11
Jangaon,Bajra,5.6,132,69,26,33.828548956563026,854.6495741199087,73.72744368870048,4.67
Mancherial,Jowar,5.8,171,49,69,34.83462716302904,702.8282430454742,77.72083860944132,4.69
Peddapalli,Onion,6.9,34,28,73,31.319840267521453,826.466555555702,63.404243210183665,26.87
Jayashankar Bhupalpally,Ragi,6.0,78,74,77,25.53187163904351,481.0011043697078,69.8590238184984,3.32
Kamareddy,Sugarcane,5.1,51,37,33,26.17623822779225,771.5024882411557,65.85122196931697,66.07
Nagarkurnool,Soybean,6.5,144,47,52,33.56467921052161,879.451126079002,63.867390385842555,4.85
Wanaparthy,Chilli,5.0,134,30,52,27.375242003554995,421.9412508386415,50.56628290236582,4.05
Jogulamba Gadwal,Onion,6.0,111,52,80,36.35988369359277,594.5581527633556,52.19042674569708,27.44
Jogulamba Gadwal,Chilli,5.4,156,58,43,33.96495591368156,634.5757334528189,57.28118773120393,4.89
Mancherial,Maize,6.3,25,66,31,36.03253870894249,590.2734226412756,65.97281769528263,4.03
Vikarabad,Chilli,6.4,82,30,46,23.1050295477063,471.4131419190579,56.37571417037489,3.7
Yadadri Bhuvanagiri,Sugarcane,6.2,69,64,62,37.234335631272145,523.2689683801501,65.08838088197022,66.33
Wanaparthy,Sunflower,5.2,85,47,25,24.020718904029284,611.0264489109622,40.385879707653864,3.12
Kamareddy,Bengal Gram,6.5,149,51,76,33.948964570805884,714.1491340416185,56.354705546912214,3.45
Vikarabad,Bengal Gram,6.6,46,50,33,32.30643766483706,272.0048509130651,61.78299800415277,2.34
Wanaparthy,Chilli,5.4,108,53,50,28.388276981767397,239.8709985690826,83.48767057627688,4.11
Nalgonda,Jowar,6.4,103,22,23,37.709559288218664,367.4388494451881,40.95193823176814,3.54
Rajanna Sircilla,Groundnut,6.0,43,22,57,28.82517956603978,458.4060425745533,66.66262282101579,3.26
Suryapet,Sugarcane,6.3,49,62,74,27.08931660137015,736.3731050682088,40.4988071989602,67.09
Peddapalli,Onion,5.5,147,56,41,32.50460007110134,211.21071471468127,56.123407148397916,26.69
Kamareddy,Sunflower,6.0,92,70,34,25.153283194682267,629.9510689478725,42.63005815093895,3.24
Rangareddy,Chilli,6.3,62,65,27,27.925180832268065,646.8314110628583,64.57449251511639,3.93
Jayashankar Bhupalpally,Bengal Gram,6.9,20,59,66,31.414743509835056,244.45616624459018,70.0883314358802,2.65
Mulugu,Bengal Gram,5.1,150,42,22,34.18232704840934,503.8974320342211,63.32180958833125,3.29
Komaram Bheem Asifabad,Soybean,7.4,73,60,57,27.11374744529958,894.0280046315966,40.03987553712683,4.33
Khammam,Groundnut,6.0,90,54,76,27.812698163491536,292.832268269764,54.928255989606754,3.26
Medak,Jowar,5.4,172,24,36,37.17505044149259,834.8964773007748,82.40456935561527,4.48
Suryapet,Jowar,6.5,21,47,61,30.560614010492415,677.1315175814369,56.188333381552994,3.44
Rangareddy,Red Gram,6.5,49,20,57,33.047673500896686,224.35469742764934,40.99487330427962,2.28
Nalgonda,Cotton,6.6,102,28,47,30.110451089537882,277.6136715295986,64.7928954707986,3.77
Adilabad,Sesame,6.8,110,26,77,32.16260482067151,612.6454489423502,76.646328872103,3.14
Suryapet,Sesame,7.0,178,53,52,37.20184429823303,266.2723127874693,49.51893672855027,3.5
Rajanna Sircilla,Chilli,6.9,124,51,47,34.04123539668555,575.6547845051875,65.25744060604833,4.53
Rajanna Sircilla,Ragi,7.3,56,56,56,35.953044416286595,718.5374768873287,72.5704828168563,2.83
Jogulamba Gadwal,Jowar,6.8,65,74,52,34.49876078847564,617.3612450310146,42.577285632097635,3.14
Mulugu,Rice,5.2,139,58,38,31.83498342015946,314.4579742522471,80.68972628854186,5.42
Nirmal,Maize,6.5,161,77,62,31.021193680066713,211.73179414014552,50.06012393741771,5.18
Vikarabad,Soybean,6.5,73,31,58,22.132384332025154,284.7204265035261,58.217753303489786,3.56
Yadadri Bhuvanagiri,Bengal Gram,5.5,27,26,67,26.60378455773411,273.3881413055137,72.4269196077548,2.07
Jagtial,Jowar,7.5,112,63,51,26.255021639182118,428.42037948062773,70.58560692659965,3.52
Medak,Sugarcane,6.5,161,40,48,34.88847096938299,622.4044858947386,80.28978862410658,67.32
Warangal,Chilli,5.5,47,37,23,28.247360968449144,557.246415363767,65.61481907715769,3.35
Nirmal,Sesame,6.3,100,42,25,35.7493006619356,642.6914597485738,48.05213639029779,2.28
Khammam,Groundnut,5.6,70,80,54,29.0382244723112,446.0705844485675,77.70587032307662,4.19
Hanumakonda,Bengal Gram,6.1,140,75,34,23.8065258815396,537.1188618292225,65.62270329752467,3.15
Mahabubabad,Soybean,5.3,110,54,51,27.434225143958507,642.571465421013,62.71354184345313,4.36
Suryapet,Cotton,5.1,47,73,38,24.179336932055826,333.64997834867967,55.88044344600402,3.95
Bhadradri Kothagudem,Ragi,7.4,24,32,24,26.700795006148898,821.8967440542333,59.2417043361754,2.44
Sangareddy,Bengal Gram,7.1,100,75,71,37.809439033166804,820.330176807789,57.95370683528222,3.42
Medak,Bengal Gram,6.3,82,32,55,25.77509801148502,652.5101913586986,42.39914947008581,2.8
Hanumakonda,Maize,5.1,43,65,52,26.219642385080515,592.0492235772456,49.92317515456336,4.03
Rangareddy,Groundnut,7.3,179,71,69,30.18155662432394,827.1980263944023,41.569721696813126,5.54
Karimnagar,Sunflower,5.4,157,52,76,24.496724294760757,880.9526286768573,65.98100016133039,4.1
Mahabubnagar,Sunflower,6.4,125,68,24,36.86660544217596,654.0827636094723,55.35451084028743,4.26
Narayanpet,Sunflower,7.3,36,80,30,31.792687642217146,564.4887476819688,71.26857470605228,3.33
Jayashankar Bhupalpally,Ragi,7.4,70,38,27,25.078997818522343,851.9652446018831,84.87365046958173,2.81
Warangal,Onion,6.2,57,76,72,31.56449808761372,344.09388596765007,62.74010201015611,26.01
Mahabubnagar,Maize,6.7,100,49,48,32.655802584820826,516.8819238524898,64.9303748948573,4.9
Jagtial,Groundnut,6.3,69,62,58,22.159055028531565,693.0824493551299,65.38701479655413,3.06
Wanaparthy,Bajra,6.5,45,46,66,22.189946820139866,829.1919423334962,49.772003338138404,3.18
Khammam,Soybean,7.4,110,33,72,22.949047522078164,881.6503216597672,66.86633777559925,4.31
Siddipet,Sesame,7.0,146,46,63,34.664310224236246,850.3442583189674,77.06400185707645,3.73
Nizamabad,Ragi,6.9,22,21,30,23.548515886196533,471.870247406107,54.96491421213029,1.98
Nagarkurnool,Sunflower,5.8,66,35,56,25.736119915079954,807.5047622342689,60.23780925552747,3.85
Suryapet,Groundnut,6.7,86,26,37,28.462197056278864,213.78800171708758,74.05095679838715,3.03
Komaram Bheem Asifabad,Bajra,5.5,131,45,41,22.062954664166757,816.4579819850576,61.483066795089854,3.99
Nirmal,Soybean,7.4,111,33,59,24.827278273163767,349.9108696204232,84.36690796032042,3.44
Wanaparthy,Soybean,6.8,67,71,30,28.33702295509169,741.271525898906,81.65527127991396,3.85
Karimnagar,Cotton,5.4,41,22,28,37.44694745803813,606.2981744857868,45.40929889201219,3.66
Jogulamba Gadwal,Onion,6.8,114,75,42,24.893939537208173,696.3517719543465,84.04412286373035,26.77
